unnamed:_0.1,unnamed:_0,restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address
6187,6187,Thalis Of India,Delivery,3.3,7,5000,Yes,No,South Indian,Bellandur,Sarjapur Road
6188,6188,Thamboola,Casual Dining,3.8,139,8000,Yes,No,North Indian,Jayanagar,Banashankari
6189,6189,Thanco'S Natural Ice Cream,Dessert Parlor,3.1,8,4500,No,No,Ice Cream,Rajajinagar,Rajajinagar
6190,6190,Thanco'S Natural Ice Creams,Dessert Parlor,3.2,9,3000,No,No,Ice Cream,Banashankari,Banashankari
6191,6191,Thanco'S Naturals Ice Cream,Dessert Parlor,3.6,21,4500,Yes,No,Ice Cream,Marathahalli,Marathahalli
6192,6192,Thanima Garden Restaurant,Casual Dining,3.6,163,5000,Yes,No,North Indian,Electronic City,Electronic City
6193,6193,Thanishka Nati And Karavali Style,Quick Bites,2.8,40,4000,No,No,Biryani,Banashankari,Banashankari
6194,6194,Tharavadu,Quick Bites,3.8,83,4000,Yes,No,Chinese,Hsr,HSR
6195,6195,That Garage Cafe,Cafe,3.1,40,6500,Yes,No,Cafe,Bellandur,HSR
6196,6196,Thayee Touch,Casual Dining,3.6,30,4500,No,No,North Indian,Bannerghatta Road,JP Nagar
6197,6197,The 13Th Floor,Lounge,4.4,4575,17000,No,Yes,Asian,Brigade Road,MG Road
6198,6198,The 3 Musketeers,Dessert Parlor,3.2,5,2000,No,No,Ice Cream,Brookefield,Whitefield
6199,6199,The 90S Hash House,Cafe,3.8,63,5000,No,No,Cafe,"Byresandra,Tavarekere,Madiwala",BTM
6200,6200,The Adukkala Restaurant,Casual Dining,3.6,40,5000,Yes,No,Kerala,Brigade Road,Brigade Road
6201,6201,The Airos,Cafe,4.1,130,6500,Yes,No,Cafe,Banashankari,Jayanagar
6202,6202,The Alphaa,Casual Dining,3.8,272,5500,Yes,No,Andhra,Hsr,Bommanahalli
6203,6203,The Andhra Bhojanam,Bhojanalya,3.2,4,3000,Yes,No,South Indian,Brookefield,"ITPL Main Road, Whitefield"
6204,6204,The Ants Cafe & Store,Cafe,3.9,1380,9000,Yes,Yes,Cafe,Indiranagar,Indiranagar
6205,6205,The Arabesque Cafe,Casual Dining,4.1,40,6000,No,No,American,Koramangala 4Th Block,Koramangala 4th Block
6206,6206,The Arabian Nights,"Takeaway, Delivery",2.6,51,3000,Yes,No,Arabian,"Byresandra,Tavarekere,Madiwala",BTM
6207,6207,The Asian Curry House,Casual Dining,4.5,785,10000,Yes,No,Vietnamese,Malleshwaram,Malleshwaram
6208,6208,The Bahubali,Casual Dining,3.4,153,8000,Yes,Yes,North Indian,Marathahalli,Marathahalli
6209,6209,The Baker'S,"Bakery, Quick Bites",2.4,32,5000,No,No,Bakery,Hsr,HSR
6210,6210,The Bakery World,Bakery,3.2,5,2500,No,No,Bakery,Church Street,Frazer Town
6211,6211,The Banana Kick,Cafe,3.3,8,6000,Yes,No,Cafe,Malleshwaram,New BEL Road
6212,6212,The Bangalore Cafe,Casual Dining,4.1,473,8000,No,Yes,Modern Indian,Brigade Road,Shanti Nagar
6213,6213,The Bao Belly,Cafe,3.3,9,4000,No,No,Cafe,Residency Road,Residency Road
6214,6214,The Bar Stock Exchange,"Pub, Casual Dining",4.2,634,13000,No,No,Continental,Lavelle Road,St. Marks Road
6215,6215,The Bar Therapy,Bar,2.8,40,8000,No,No,Continental,Hsr,Koramangala 1st Block
6216,6216,The Barn - Bar & Kitchen,Pub,4.2,240,15000,No,Yes,American,Brigade Road,Brigade Road
6217,6217,The Bawarchi,Casual Dining,2.5,256,10500,Yes,No,North Indian,Kammanahalli,Banaswadi
6218,6218,The Beer Cafe,Pub,4.1,673,14000,Yes,Yes,Finger Food,Whitefield,Whitefield
6219,6219,The Beer Joint,Casual Dining,3.4,77,8000,No,No,North Indian,Indiranagar,Indiranagar
6220,6220,The Bel St.,"Cafe, Casual Dining",3.9,523,11000,No,No,Cafe,New Bel Road,New BEL Road
6221,6221,The Belgian Waffle Co.,Dessert Parlor,3.7,15,3500,Yes,No,Desserts,New Bel Road,Sahakara Nagar
6222,6222,The Belgian Waffle Company,Dessert Parlor,3.9,48,2500,Yes,No,Desserts,Brookefield,Brookefield
6223,6223,The Bengal Rasoi,Delivery,3.2,5,3500,No,No,Bengali,Marathahalli,Kaggadasapura
6224,6224,The Bengaluru Brasserie - Hyatt Centric Mg Road,Casual Dining,4.1,117,20000,No,Yes,Continental,Brigade Road,Ulsoor
6225,6225,The Bier Library,"Microbrewery, Casual Dining",4.3,552,20000,Yes,Yes,Continental,Koramangala 4Th Block,Koramangala 6th Block
6226,6226,The Biere Club,"Pub, Microbrewery",4.3,2283,17000,No,Yes,Continental,Whitefield,Whitefield
6227,6227,The Big Barbeque,Casual Dining,4.7,524,15000,No,Yes,Bbq,Electronic City,Electronic City
6228,6228,The Big Bellyz,Quick Bites,3.9,105,3000,Yes,No,Fast Food,Malleshwaram,Malleshwaram
6229,6229,The Big Grill,Quick Bites,3.4,9,4000,No,No,North Indian,Marathahalli,Marathahalli
6230,6230,The Big O Bakes,Bakery,4.0,66,3000,No,No,Bakery,Banashankari,Banashankari
6231,6231,The Big Spoon,Casual Dining,3.8,45,7500,Yes,No,North Indian,Brookefield,Whitefield
6232,6232,The Bigman'S Cafe,"Takeaway, Delivery",3.7,31,4500,No,No,North Indian,Hsr,HSR
6233,6233,The Biriyani Factory,Quick Bites,3.1,29,5000,Yes,No,North Indian,Bannerghatta Road,BTM
6234,6234,The Biriyani Pedia,Quick Bites,3.9,55,3000,Yes,No,Biryani,Basavanagudi,BTM
6235,6235,The Biryani Cafe,Quick Bites,4.1,520,3000,No,No,Biryani,Banashankari,Banashankari
6236,6236,The Biryani Culture,Food Court,3.2,9,5000,Yes,No,North Indian,Malleshwaram,Malleshwaram
6237,6237,The Biryani Palace,Quick Bites,3.0,12,5000,Yes,No,Biryani,Hsr,HSR
6238,6238,The Biryani Paradise,Quick Bites,3.8,32,3500,No,No,Biryani,Brigade Road,Richmond Road
6239,6239,The Biryani Story,Casual Dining,4.4,76,6000,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
6240,6240,The Biryanis,Casual Dining,3.8,426,5000,Yes,No,Andhra,Indiranagar,Jeevan Bhima Nagar
6241,6241,The Bite Club,Food Truck,3.6,23,4000,No,No,American,Indiranagar,East Bangalore
6242,6242,The Black Pearl,"Casual Dining, Bar",4.7,10413,14000,No,Yes,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6243,6243,The Black Rabbit,"Bar, Casual Dining",4.3,4187,15000,No,Yes,Continental,Indiranagar,Indiranagar
6244,6244,The Blackboard Bakery,"Cafe, Bakery",3.7,90,10000,No,Yes,Cafe,Church Street,Lavelle Road
6245,6245,The Blue Bawarchi,Quick Bites,3.6,34,3000,Yes,No,Chinese,Kalyan Nagar,Nagawara
6246,6246,The Blue Wagon - Kitchen,Cafe,4.6,228,4000,Yes,No,Cafe,Banashankari,Jayanagar
6247,6247,The Bong,Quick Bites,3.1,38,3000,No,No,Bengali,Lavelle Road,Frazer Town
6248,6248,The Bong Palate,Quick Bites,3.8,58,3000,Yes,No,Bengali,Bannerghatta Road,BTM
6249,6249,The Boozy Griffin,"Casual Dining, Pub",4.6,4947,18000,No,Yes,European,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6250,6250,The Breakfast Club,Delivery,3.9,90,4000,No,No,Continental,Electronic City,Electronic City
6251,6251,The Breakfast Truck,Quick Bites,3.8,64,5500,No,No,Continental,Koramangala 4Th Block,Koramangala 6th Block
6252,6252,The Breakfeast,"Takeaway, Delivery",3.4,10,2000,No,No,Continental,Hsr,HSR
6253,6253,The Brekkie Shop,Delivery,3.7,57,3000,Yes,No,Healthy Food,Indiranagar,Indiranagar
6254,6254,The Brew - Aurick Boutique Hotel,Casual Dining,3.1,16,7000,No,No,North Indian,Jayanagar,JP Nagar
6255,6255,The Brewing Bean,Cafe,3.7,47,5000,No,No,Cafe,Bellandur,Bellandur
6256,6256,The Bridge Walk Cafe,Cafe,3.7,44,5000,Yes,No,Cafe,Kalyan Nagar,Kengeri
6257,6257,The Buffet Table,Casual Dining,2.8,40,12000,No,Yes,North Indian,Hsr,HSR
6258,6258,The Bundle Co.,Quick Bites,4.4,222,7000,Yes,No,Burger,Brigade Road,MG Road
6259,6259,The Burger Place,Quick Bites,3.8,26,4000,Yes,No,Burger,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
6260,6260,The CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4.0,30,8000,No,No,Cafe,Brigade Road,Richmond Road
6261,6261,The CafãÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© @ Saanchi,Cafe,4.0,31,8000,No,No,Cafe,Lavelle Road,Richmond Road
6262,6262,The Cafe Nuts And Bolts,Cafe,3.0,28,5000,Yes,No,Cafe,Jp Nagar,Kumaraswamy Layout
6263,6263,The Cake City,"Quick Bites, Bakery",3.2,4,3000,Yes,No,Chinese,Basavanagudi,Shanti Nagar
6264,6264,The Cake Factory,Bakery,3.4,4,3000,No,No,Bakery,Rajajinagar,Rajajinagar
6265,6265,The Cake House,Bakery,3.7,29,3000,Yes,No,Bakery,Brigade Road,Ulsoor
6266,6266,The Cake Lair,"Bakery, Quick Bites",2.8,40,6000,No,No,Bakery,Electronic City,Electronic City
6267,6267,The Cake Mart,Bakery,3.5,22,6000,Yes,No,Bakery,Indiranagar,Old Airport Road
6268,6268,The Cake Post,Bakery,3.4,12,9000,No,No,Bakery,Old Airport Road,Old Airport Road
6269,6269,The Cake Shop Mayura,Bakery,3.6,13,8000,No,No,Bakery,Jayanagar,JP Nagar
6270,6270,The Cake Ville,"Bakery, Quick Bites",3.2,18,3000,Yes,No,Bakery,Bannerghatta Road,JP Nagar
6271,6271,The Cake Zone,Bakery,2.8,40,2000,No,No,Bakery,Bannerghatta Road,JP Nagar
6272,6272,The Caramelts Cafe,Cafe,4.1,226,8000,No,No,Cafe,Jayanagar,Jayanagar
6273,6273,The Chaat Shop,Quick Bites,2.5,35,2000,No,No,Fast Food,Basavanagudi,Basavanagudi
6274,6274,The Chai Stop,Quick Bites,2.8,40,2000,Yes,No,Fast Food,Brookefield,Brookefield
6275,6275,The Chameleon,Bar,4.1,163,12000,No,No,Finger Food,Electronic City,Electronic City
6276,6276,The Charcoal Factory,Quick Bites,4.1,290,6000,Yes,No,Burger,Brigade Road,Koramangala 6th Block
6277,6277,The Chariot,Quick Bites,2.9,50,3500,Yes,No,South Indian,Brigade Road,Brigade Road
6278,6278,The Charlton Bar,Bar,3.3,4,10000,No,No,Chinese,Brigade Road,Residency Road
6279,6279,The Cheesecake Corner,"Takeaway, Delivery",3.7,48,4000,No,No,Desserts,"Byresandra,Tavarekere,Madiwala",BTM
6280,6280,The Chef Couple,Casual Dining,3.4,17,7500,No,No,North Indian,Sarjapur Road,Sarjapur Road
6281,6281,The Chef'S Cake & Bakes,Dessert Parlor,2.8,40,8000,Yes,No,Desserts,Brigade Road,Richmond Road
6282,6282,The Chef'S Kitchen,Casual Dining,3.8,311,8000,Yes,No,Continental,Kalyan Nagar,Kalyan Nagar
6283,6283,The Chefs Specials,"Takeaway, Delivery",2.8,40,4000,Yes,No,North Indian,Whitefield,Whitefield
6284,6284,The Chennai Express,Quick Bites,3.8,166,2000,No,No,South Indian,Indiranagar,Indiranagar
6285,6285,The Chervil,Casual Dining,4.1,232,10000,Yes,No,North Indian,Jp Nagar,JP Nagar
6286,6286,The Chevron Brigade,Casual Dining,3.3,4,12000,No,No,Fast Food,Lavelle Road,Brigade Road
6287,6287,The Chinese Table,Casual Dining,3.0,13,4000,Yes,No,Chinese,Kalyan Nagar,Nagawara
6288,6288,The Chocolate Heaven,"Dessert Parlor, Cafe",2.8,40,6000,No,No,Desserts,Brigade Road,Commercial Street
6289,6289,The Chocolate Heaven - Cakes,"Dessert Parlor, Bakery",3.9,64,6000,Yes,No,Desserts,Kalyan Nagar,Kalyan Nagar
6290,6290,The Chocolate Mansion,Delivery,3.4,8,2500,No,No,Desserts,Malleshwaram,Sadashiv Nagar
6291,6291,The Chocolate Room,Cafe,2.8,43,6000,Yes,No,Cafe,Electronic City,Electronic City
6292,6292,The Chocolatiers,Dessert Parlor,3.5,14,1500,No,No,Desserts,Bannerghatta Road,Bannerghatta Road
6293,6293,The Choux Box,"Takeaway, Delivery",3.5,11,3000,No,No,Desserts,Koramangala 4Th Block,Koramangala 6th Block
6294,6294,The Coastal Crew By Fujian On 24Th,"Casual Dining, Bar",4.2,1028,11000,Yes,Yes,Chinese,Bannerghatta Road,JP Nagar
6295,6295,The Coffee Bean & Tea Leaf,Cafe,3.0,38,7000,Yes,No,Cafe,Whitefield,Whitefield
6296,6296,The Coffee Shack,Cafe,4.2,164,5000,Yes,Yes,Cafe,Banashankari,Banashankari
6297,6297,The Colony Gastropub,"Casual Dining, Bar",4.1,512,12000,No,Yes,Modern Indian,Hsr,HSR
6298,6298,The Combo House,Quick Bites,3.3,7,5000,Yes,No,Fast Food,Brookefield,Whitefield
6299,6299,The Coorg Food Co.,Casual Dining,4.3,473,7500,Yes,Yes,South Indian,Kalyan Nagar,Kalyan Nagar
6300,6300,The Corner - Hyatt Centric Mg Road,Cafe,2.8,40,10000,No,No,Cafe,Indiranagar,Ulsoor
6301,6301,The Courtyard,Cafe,3.9,296,7500,No,Yes,Cafe,Brigade Road,Shanti Nagar
6302,6302,The Cravery,Cafe,2.6,18,5000,Yes,No,Cafe,"Byresandra,Tavarekere,Madiwala",JP Nagar
6303,6303,The Creek - The Den Bengaluru,Casual Dining,4.4,383,20000,No,Yes,North Indian,Whitefield,Whitefield
6304,6304,The Crunch,Beverage Shop,3.3,6,3000,No,No,Beverages,Brookefield,Brookefield
6305,6305,The Crust Factory,"Bakery, Cafe",3.5,11,4000,Yes,No,Bakery,Malleshwaram,Yeshwantpur
6306,6306,The Cuboidal,Quick Bites,3.6,16,3000,Yes,No,Fast Food,Bannerghatta Road,BTM
6307,6307,The Culinarium,"Cafe, Dessert Parlor",3.7,19,11000,No,No,Cafe,Brigade Road,Vasanth Nagar
6308,6308,The Cupcake Story,Bakery,3.5,13,3000,No,No,Bakery,Malleshwaram,Yeshwantpur
6309,6309,The Curry Hut Plus,Casual Dining,3.4,116,4000,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road
6310,6310,The Daily,Quick Bites,4.0,130,4000,Yes,No,Rajasthani,Electronic City,Electronic City
6311,6311,The Deagh,Quick Bites,3.7,58,5000,No,No,Chinese,Frazer Town,Frazer Town
6312,6312,The Delhiwala'S Kitchen-Pure Veg,Quick Bites,2.8,40,2000,Yes,No,North Indian,Brookefield,Brookefield
6313,6313,The Deli - The Den Bengaluru,Bakery,3.7,23,6000,Yes,No,Bakery,Brookefield,"ITPL Main Road, Whitefield"
6314,6314,The Denny'S,Casual Dining,3.7,91,9000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Jayanagar
6315,6315,The Dessert Destination,Dessert Parlor,2.8,40,3000,No,No,Desserts,Malleshwaram,Rajajinagar
6316,6316,The Dhaba,Casual Dining,2.7,442,9000,No,Yes,North Indian,Brookefield,Marathahalli
6317,6317,The Difference,Casual Dining,2.7,18,6000,Yes,No,North Indian,Brookefield,Whitefield
6318,6318,The Diner,Casual Dining,3.6,197,7000,Yes,No,North Indian,Brookefield,Whitefield
6319,6319,The Dining Table - Sahar Pavillion,"Casual Dining, Bar",3.7,74,15000,No,Yes,Chinese,Electronic City,Electronic City
6320,6320,The Donut Baker,"Bakery, Dessert Parlor",3.0,31,1500,No,No,Desserts,Brigade Road,Ulsoor
6321,6321,The Dreamy Oven,Bakery,3.7,25,6000,No,No,Bakery,Sarjapur Road,Sarjapur Road
6322,6322,The Druid Garden,"Microbrewery, Casual Dining",4.3,3077,17000,Yes,Yes,Asian,New Bel Road,Sahakara Nagar
6323,6323,The Duke Of Juices,"Food Court, Beverage Shop",3.3,8,2000,Yes,No,Beverages,Malleshwaram,Yeshwantpur
6324,6324,The Early Bell,Quick Bites,3.9,191,3000,Yes,No,North Indian,Brookefield,Whitefield
6325,6325,The Eatery - Four Points By Sheraton Bengaluru,Casual Dining,4.0,328,17000,No,Yes,Continental,Whitefield,Whitefield
6326,6326,The Eatery Cafe & Restaurant,Casual Dining,3.8,60,8000,No,No,Fast Food,Marathahalli,Marathahalli
6327,6327,The Egg Factory,Casual Dining,4.0,136,7500,Yes,No,Continental,"Byresandra,Tavarekere,Madiwala",HSR
6328,6328,The Elachi,Quick Bites,3.1,18,5000,No,No,North Indian,Electronic City,Electronic City
6329,6329,The Elaichi Restaurant,Casual Dining,3.6,399,7000,Yes,No,North Indian,Electronic City,Electronic City
6330,6330,The Enav Bowl,Quick Bites,3.8,20,4000,No,No,Healthy Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6331,6331,The Farm House Bar N Grill,"Casual Dining, Bar",3.7,34,8000,No,No,North Indian,Brookefield,Whitefield
6332,6332,The Fast Food,Quick Bites,3.9,66,1500,Yes,No,South Indian,Rajajinagar,Malleshwaram
6333,6333,The Fat Chef,Casual Dining,4.1,1739,14000,Yes,Yes,Japanese,Brookefield,Whitefield
6334,6334,The Fatty Bao - Asian Gastro Bar,"Casual Dining, Bar",4.6,3760,12000,Yes,No,Asian,Indiranagar,Indiranagar
6335,6335,The Feast Fries,Quick Bites,2.8,40,2000,Yes,No,Fast Food,Kalyan Nagar,Kalyan Nagar
6336,6336,The Fiery Indian Kitchen,Casual Dining,3.4,7,7000,Yes,No,North Indian,Lavelle Road,Majestic
6337,6337,The Filter Coffee,Mess,4.0,55,4000,No,No,South Indian,Kalyan Nagar,Banaswadi
6338,6338,The Fisherman'S Wharf,"Casual Dining, Bar",4.3,4108,14000,Yes,Yes,Seafood,Hsr,Sarjapur Road
6339,6339,The Fixx,"Casual Dining, Bar",4.3,216,12000,No,Yes,Continental,Koramangala 4Th Block,Koramangala 4th Block
6340,6340,The Flavours,Casual Dining,3.2,7,5000,No,No,Kerala,Kalyan Nagar,Kalyan Nagar
6341,6341,The Flying Cup,Quick Bites,4.2,233,1500,Yes,No,Beverages,Bellandur,Sarjapur Road
6342,6342,The Flying Squirrel,Cafe,4.0,24,4500,No,No,Cafe,Brigade Road,Brigade Road
6343,6343,The Flying Trapeze,Lounge,2.8,40,15000,No,Yes,Continental,Koramangala 7Th Block,Koramangala 5th Block
6344,6344,The Food Corner,Quick Bites,2.8,40,4000,Yes,No,North Indian,Frazer Town,RT Nagar
6345,6345,The Food Cottage,Quick Bites,3.7,48,3500,Yes,No,Hyderabadi,Bannerghatta Road,BTM
6346,6346,The Food Dude,Delivery,3.9,179,3000,Yes,No,Fast Food,Koramangala 5Th Block,Koramangala 6th Block
6347,6347,The Food Factory,Quick Bites,2.7,42,4500,No,No,North Indian,Hsr,HSR
6348,6348,The Food Therapy,"Casual Dining, Bar",2.8,40,10000,No,No,North Indian,Hsr,Koramangala 1st Block
6349,6349,The Foodware Veg,Quick Bites,3.8,19,4000,No,No,South Indian,Electronic City,Electronic City
6350,6350,The Foodyz,Quick Bites,3.6,43,5000,Yes,No,North Indian,Jayanagar,JP Nagar
6351,6351,The Fortuna,Quick Bites,3.0,67,2500,Yes,No,North Indian,Banashankari,Kumaraswamy Layout
6352,6352,The French Corner,"Bakery, Dessert Parlor",3.4,10,4000,No,No,Bakery,Kalyan Nagar,Kalyan Nagar
6353,6353,The French Loaf,Bakery,3.8,34,4000,No,No,Bakery,Brigade Road,Koramangala 5th Block
6354,6354,The Fresh Factor,Quick Bites,3.1,14,2000,No,No,Juices,Koramangala 4Th Block,Koramangala 6th Block
6355,6355,The Fresh Wok,"Takeaway, Delivery",3.3,10,6000,No,No,Asian,"Byresandra,Tavarekere,Madiwala",BTM
6356,6356,The Frozen House,Dessert Parlor,2.8,40,3000,Yes,No,Desserts,Malleshwaram,Malleshwaram
6357,6357,The Ganache Factory,Delivery,4.2,127,4000,No,No,Desserts,Jp Nagar,Jayanagar
6358,6358,The Globe Grub,Casual Dining,4.4,201,13000,No,Yes,Continental,"Byresandra,Tavarekere,Madiwala",BTM
6359,6359,The Gluten Free Baking Co.,Bakery,3.8,41,4000,No,No,Bakery,Frazer Town,Banaswadi
6360,6360,The Golden Metro,Casual Dining,3.6,70,8000,Yes,No,North Indian,Lavelle Road,Seshadripuram
6361,6361,The Golden Spoon Restaurant Meat & Wine,Casual Dining,3.5,14,10000,No,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
6362,6362,The Good Bowl,"Takeaway, Delivery",2.8,40,5000,Yes,No,Italian,Rajajinagar,Jayanagar
6363,6363,The Good Grain,Casual Dining,4.1,54,4000,Yes,No,Healthy Food,Brigade Road,Residency Road
6364,6364,The Grains,Quick Bites,2.8,40,3000,Yes,No,South Indian,Brookefield,Marathahalli
6365,6365,The Grand Kitchen Restaurant,Quick Bites,2.8,40,4000,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM
6366,6366,The Grand Taj,Quick Bites,3.2,35,3500,Yes,No,North Indian,Brigade Road,Shivajinagar
6367,6367,The Green House Family Restaurant,"Casual Dining, Bar",3.2,13,7000,No,No,North Indian,Lavelle Road,Majestic
6368,6368,The Green Path - Forgotten Food,Casual Dining,4.3,1143,11000,No,Yes,North Indian,Malleshwaram,Malleshwaram
6369,6369,The Grill House,Casual Dining,4.0,178,10000,Yes,Yes,American,Kalyan Nagar,Kalyan Nagar
6370,6370,The Grilled & Fried,Quick Bites,2.8,53,3000,Yes,No,Fast Food,Marathahalli,Marathahalli
6371,6371,The Grillo,Casual Dining,2.8,80,5000,Yes,Yes,South Indian,Banashankari,Jayanagar
6372,6372,The Grub Central,Cafe,4.0,797,7000,Yes,Yes,Cafe,Bellandur,HSR
6373,6373,The Gujarat Express,"Quick Bites, Sweet Shop",3.1,16,2500,Yes,No,Street Food,Bannerghatta Road,Bannerghatta Road
6374,6374,The Happy Vegetarian,Casual Dining,2.8,40,6000,No,No,North Indian,Malleshwaram,Basaveshwara Nagar
6375,6375,The Hidden Cafe,Quick Bites,3.9,95,3500,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
6376,6376,The Hidden Home,Casual Dining,4.2,1060,13000,Yes,Yes,Asian,Sarjapur Road,Sarjapur Road
6377,6377,The Higher Taste,Casual Dining,4.3,854,8000,No,Yes,Pizza,Malleshwaram,Rajajinagar
6378,6378,The Higher Taste Stores,"Quick Bites, Bakery",3.8,120,3000,Yes,No,Fast Food,Malleshwaram,Malleshwaram
6379,6379,The Himalayan,Casual Dining,4.4,320,12000,No,Yes,Korean,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6380,6380,The Hole In The Wall Cafe,Cafe,4.6,7113,6000,No,No,Cafe,Koramangala 4Th Block,Koramangala 4th Block
6381,6381,The Hot Cafe,Quick Bites,3.2,24,3000,No,No,Fast Food,Jp Nagar,Kumaraswamy Layout
6382,6382,The House Of Paratha,Quick Bites,3.7,58,2000,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block
6383,6383,The Hub - Ibis Bengaluru,Bar,3.9,237,4000,No,No,Finger Food,Bellandur,Marathahalli
6384,6384,The Hub - Ibis Hotel,Bar,3.5,29,22000,No,No,Finger Food,Brigade Road,Richmond Road
6385,6385,The Hub & The Bar - Hotel Ramada Encore,"Casual Dining, Bar",3.9,120,17000,No,No,North Indian,Old Airport Road,Domlur
6386,6386,The Humble Pie,"Bakery, Dessert Parlor",3.9,34,2000,Yes,No,Desserts,Hsr,HSR
6387,6387,The Humming Tree,Lounge,4.0,2418,14000,Yes,No,Fast Food,Brigade Road,Indiranagar
6388,6388,The Hundred Food Journey,Casual Dining,3.8,46,11000,Yes,Yes,Continental,New Bel Road,New BEL Road
6389,6389,The Hunger Room,Quick Bites,3.9,36,4000,Yes,No,Continental,Bannerghatta Road,JP Nagar
6390,6390,The Hungers Zone,Quick Bites,3.7,57,3000,Yes,No,Fast Food,Koramangala 7Th Block,BTM
6391,6391,The Hungry,Quick Bites,3.6,20,4000,Yes,No,Fast Food,Electronic City,Electronic City
6392,6392,The Hungry Shark Cafe,Cafe,3.9,117,7000,No,No,Cafe,Electronic City,Electronic City
6393,6393,The Hungry Yeti,Casual Dining,4.0,146,7000,No,No,Tibetan,Whitefield,Whitefield
6394,6394,The Hyderabad Chefs,"Takeaway, Delivery",2.8,63,6000,Yes,No,North Indian,Whitefield,Whitefield
6395,6395,The Hyderbadi Chefs,Quick Bites,3.4,4,4000,Yes,No,South Indian,Electronic City,Electronic City
6396,6396,The Irish House,"Casual Dining, Pub",4.2,793,17000,Yes,No,European,Bellandur,Bellandur
6397,6397,The It Crowd,Quick Bites,2.8,20,4000,Yes,No,North Indian,Brookefield,Whitefield
6398,6398,The J,Quick Bites,4.0,133,4500,Yes,No,Fast Food,Indiranagar,Church Street
6399,6399,The Jade Kitchen,Casual Dining,3.9,118,6000,Yes,No,Chinese,Jayanagar,JP Nagar
6400,6400,The Juice Shop,Quick Bites,2.8,40,2000,No,No,Juices,Electronic City,Electronic City
6401,6401,The Juice Shop - Juicery And Kitchen,Quick Bites,3.9,39,3000,Yes,No,Beverages,Kalyan Nagar,Kalyan Nagar
6402,6402,The Juicy,Beverage Shop,3.5,13,1000,Yes,No,Beverages,Bannerghatta Road,JP Nagar
6403,6403,The Jungle Terrace,Casual Dining,3.5,13,6000,Yes,No,Continental,Brigade Road,Brigade Road
6404,6404,The Kabab Studio - Goldfinch Hotel,Casual Dining,4.2,358,15000,No,Yes,North Indian,Malleshwaram,Seshadripuram
6405,6405,The Kebab House,Quick Bites,4.2,51,2500,Yes,No,Kebab,Sarjapur Road,Bellandur
6406,6406,The Kebab Room - Restaurant & Brewery,"Casual Dining, Microbrewery",4.0,773,10000,No,Yes,Mughlai,Indiranagar,Indiranagar
6407,6407,The Kick-Ass Company Pub & Diner,Pub,3.7,21,8000,No,No,Finger Food,Marathahalli,Marathahalli
6408,6408,The Kim Chi Chef,Casual Dining,4.0,210,9000,Yes,No,Chinese,Whitefield,Whitefield
6409,6409,The Kimchi Chef,Casual Dining,3.4,5,5000,No,No,Thai,Whitefield,Whitefield
6410,6410,The Kitchen,Casual Dining,2.8,40,8000,Yes,No,Andhra,Jp Nagar,JP Nagar
6411,6411,The Kitchen Bandit,Delivery,3.2,42,3500,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block
6412,6412,The Kitchen Chef,Delivery,2.9,94,5000,Yes,No,Fast Food,Indiranagar,Old Airport Road
6413,6413,The Kitchen Story,Delivery,3.2,19,3000,Yes,No,North Indian,Hsr,HSR
6414,6414,The Konkan - Seafood Restaurant,Casual Dining,4.4,218,8500,Yes,Yes,Seafood,Brigade Road,St. Marks Road
6415,6415,The Kream Story,"Dessert Parlor, Quick Bites",4.1,37,5000,Yes,No,Desserts,"Byresandra,Tavarekere,Madiwala",Koramangala 7th Block
6416,6416,The Krishna Grand,Casual Dining,3.9,888,7500,Yes,No,North Indian,Banashankari,Banashankari
6417,6417,The Krishna Grand Xpress,Quick Bites,4.0,136,3500,Yes,No,South Indian,Banashankari,Jayanagar
6418,6418,The Lakefront Kitchen,Casual Dining,3.7,19,6000,No,No,North Indian,Sarjapur Road,Electronic City
6419,6419,The Lalit Boulangerie - The Lalit Ashok Bangalore,"Bakery, Dessert Parlor",3.2,33,6000,No,No,Bakery,Malleshwaram,Seshadripuram
